Start datum,Eind datum,Verbruik in kW/h
31-12-2023 13:00,31-12-2023 13:15,20.138000
31-12-2023 13:15,31-12-2023 13:30,18.962000
31-12-2023 13:30,31-12-2023 13:45,19.238000
31-12-2023 13:45,31-12-2023 14:00,20.338000
31-12-2023 14:00,31-12-2023 14:15,20.062000
31-12-2023 14:15,31-12-2023 14:30,18.938000
31-12-2023 14:30,31-12-2023 14:45,20.275000
31-12-2023 14:45,31-12-2023 15:00,20.100000
31-12-2023 15:00,31-12-2023 15:15,20.362000
31-12-2023 15:15,31-12-2023 15:30,20.388000
31-12-2023 15:30,31-12-2023 15:45,20.225000
31-12-2023 15:45,31-12-2023 16:00,20.300000
31-12-2023 16:00,31-12-2023 16:15,20.300000
31-12-2023 16:15,31-12-2023 16:30,20.075000
31-12-2023 16:30,31-12-2023 16:45,20.175000
31-12-2023 16:45,31-12-2023 17:00,19.912000
31-12-2023 17:00,31-12-2023 17:15,19.762000
31-12-2023 17:15,31-12-2023 17:30,19.412000
31-12-2023 17:30,31-12-2023 17:45,19.325000
31-12-2023 17:45,31-12-2023 18:00,19.475000
31-12-2023 18:00,31-12-2023 18:15,19.462000
31-12-2023 18:15,31-12-2023 18:30,19.425000
31-12-2023 18:30,31-12-2023 18:45,19.688000
31-12-2023 18:45,31-12-2023 19:00,19.500000
31-12-2023 19:00,31-12-2023 19:15,19.450000
31-12-2023 19:15,31-12-2023 19:30,19.600000
31-12-2023 19:30,31-12-2023 19:45,19.650000
31-12-2023 19:45,31-12-2023 20:00,19.562000
31-12-2023 20:00,31-12-2023 20:15,19.538000
31-12-2023 20:15,31-12-2023 20:30,19.562000
31-12-2023 20:30,31-12-2023 20:45,19.588000
31-12-2023 20:45,31-12-2023 21:00,19.512000
31-12-2023 21:00,31-12-2023 21:15,19.100000
31-12-2023 21:15,31-12-2023 21:30,19.112000
31-12-2023 21:30,31-12-2023 21:45,21.175000
31-12-2023 21:45,31-12-2023 22:00,22.975000
31-12-2023 22:00,31-12-2023 22:15,22.838000
31-12-2023 22:15,31-12-2023 22:30,22.625000
31-12-2023 22:30,31-12-2023 22:45,22.650000
31-12-2023 22:45,31-12-2023 23:00,20.812000
31-12-2023 23:00,31-12-2023 23:15,18.438000
31-12-2023 23:15,31-12-2023 23:30,17.862000
31-12-2023 23:30,31-12-2023 23:45,21.462000
31-12-2023 23:45,01-01-2024 00:00,21.938000
01-01-2024 00:00,01-01-2024 00:15,22.000000
01-01-2024 00:15,01-01-2024 00:30,22.000000
01-01-2024 00:30,01-01-2024 00:45,23.000000
01-01-2024 00:45,01-01-2024 01:00,21.000000
01-01-2024 01:00,01-01-2024 01:15,20.000000
01-01-2024 01:15,01-01-2024 01:30,20.000000
01-01-2024 01:30,01-01-2024 01:45,20.000000
01-01-2024 01:45,01-01-2024 02:00,16.000000
01-01-2024 02:00,01-01-2024 02:15,17.000000
01-01-2024 02:15,01-01-2024 02:30,20.000000
01-01-2024 02:30,01-01-2024 02:45,22.000000
01-01-2024 02:45,01-01-2024 03:00,23.000000
01-01-2024 03:00,01-01-2024 03:15,17.000000
01-01-2024 03:15,01-01-2024 03:30,21.000000
01-01-2024 03:30,01-01-2024 03:45,22.000000
01-01-2024 03:45,01-01-2024 04:00,22.000000
01-01-2024 04:00,01-01-2024 04:15,20.000000
01-01-2024 04:15,01-01-2024 04:30,18.000000
01-01-2024 04:30,01-01-2024 04:45,20.000000
01-01-2024 04:45,01-01-2024 05:00,20.000000
01-01-2024 05:00,01-01-2024 05:15,19.000000
01-01-2024 05:15,01-01-2024 05:30,14.000000
01-01-2024 05:30,01-01-2024 05:45,19.000000
01-01-2024 05:45,01-01-2024 06:00,18.000000
01-01-2024 06:00,01-01-2024 06:15,16.000000
01-01-2024 06:15,01-01-2024 06:30,17.000000
01-01-2024 06:30,01-01-2024 06:45,18.000000
01-01-2024 06:45,01-01-2024 07:00,21.000000
01-01-2024 07:00,01-01-2024 07:15,18.000000
01-01-2024 07:15,01-01-2024 07:30,17.000000
01-01-2024 07:30,01-01-2024 07:45,18.000000
01-01-2024 07:45,01-01-2024 08:00,18.000000
01-01-2024 08:00,01-01-2024 08:15,16.000000
01-01-2024 08:15,01-01-2024 08:30,17.000000
01-01-2024 08:30,01-01-2024 08:45,17.000000
01-01-2024 08:45,01-01-2024 09:00,19.000000
01-01-2024 09:00,01-01-2024 09:15,17.000000
01-01-2024 09:15,01-01-2024 09:30,19.000000
01-01-2024 09:30,01-01-2024 09:45,17.000000
01-01-2024 09:45,01-01-2024 10:00,19.000000
01-01-2024 10:00,01-01-2024 10:15,17.000000
01-01-2024 10:15,01-01-2024 10:30,21.000000
01-01-2024 10:30,01-01-2024 10:45,19.000000
01-01-2024 10:45,01-01-2024 11:00,19.000000
01-01-2024 11:00,01-01-2024 11:15,17.000000
01-01-2024 11:15,01-01-2024 11:30,21.000000
01-01-2024 11:30,01-01-2024 11:45,19.000000
01-01-2024 11:45,01-01-2024 12:00,19.000000
01-01-2024 12:00,01-01-2024 12:15,20.000000
01-01-2024 12:15,01-01-2024 12:30,20.000000
01-01-2024 12:30,01-01-2024 12:45,21.000000
01-01-2024 12:45,01-01-2024 13:00,21.000000
01-01-2024 13:00,01-01-2024 13:15,21.000000
01-01-2024 13:15,01-01-2024 13:30,20.000000
01-01-2024 13:30,01-01-2024 13:45,21.000000
01-01-2024 13:45,01-01-2024 14:00,21.000000
01-01-2024 14:00,01-01-2024 14:15,18.000000
01-01-2024 14:15,01-01-2024 14:30,18.000000
01-01-2024 14:30,01-01-2024 14:45,20.000000
01-01-2024 14:45,01-01-2024 15:00,20.000000
01-01-2024 15:00,01-01-2024 15:15,16.000000
01-01-2024 15:15,01-01-2024 15:30,21.000000
01-01-2024 15:30,01-01-2024 15:45,17.000000
01-01-2024 15:45,01-01-2024 16:00,21.000000
01-01-2024 16:00,01-01-2024 16:15,18.000000
01-01-2024 16:15,01-01-2024 16:30,19.000000
01-01-2024 16:30,01-01-2024 16:45,20.000000
01-01-2024 16:45,01-01-2024 17:00,18.000000
01-01-2024 17:00,01-01-2024 17:15,19.000000
01-01-2024 17:15,01-01-2024 17:30,18.000000
01-01-2024 17:30,01-01-2024 17:45,18.000000
01-01-2024 17:45,01-01-2024 18:00,23.000000
01-01-2024 18:00,01-01-2024 18:15,17.000000
01-01-2024 18:15,01-01-2024 18:30,20.000000
01-01-2024 18:30,01-01-2024 18:45,21.000000
01-01-2024 18:45,01-01-2024 19:00,20.000000
01-01-2024 19:00,01-01-2024 19:15,15.000000
01-01-2024 19:15,01-01-2024 19:30,14.000000
01-01-2024 19:30,01-01-2024 19:45,15.000000
01-01-2024 19:45,01-01-2024 20:00,15.000000
01-01-2024 20:00,01-01-2024 20:15,20.000000
01-01-2024 20:15,01-01-2024 20:30,23.000000
01-01-2024 20:30,01-01-2024 20:45,23.000000
01-01-2024 20:45,01-01-2024 21:00,14.000000
01-01-2024 21:00,01-01-2024 21:15,14.000000
01-01-2024 21:15,01-01-2024 21:30,14.000000
01-01-2024 21:30,01-01-2024 21:45,15.000000
01-01-2024 21:45,01-01-2024 22:00,15.000000
01-01-2024 22:00,01-01-2024 22:15,16.000000
01-01-2024 22:15,01-01-2024 22:30,16.000000
01-01-2024 22:30,01-01-2024 22:45,19.000000
01-01-2024 22:45,01-01-2024 23:00,23.000000
01-01-2024 23:00,01-01-2024 23:15,23.000000
01-01-2024 23:15,01-01-2024 23:30,23.000000
01-01-2024 23:30,01-01-2024 23:45,23.000000
01-01-2024 23:45,02-01-2024 00:00,23.000000
02-01-2024 00:00,02-01-2024 00:15,18.000000
02-01-2024 00:15,02-01-2024 00:30,15.000000
02-01-2024 00:30,02-01-2024 00:45,17.000000
02-01-2024 00:45,02-01-2024 01:00,22.000000
02-01-2024 01:00,02-01-2024 01:15,23.000000
02-01-2024 01:15,02-01-2024 01:30,22.000000
02-01-2024 01:30,02-01-2024 01:45,23.000000
02-01-2024 01:45,02-01-2024 02:00,22.000000
02-01-2024 02:00,02-01-2024 02:15,23.000000
02-01-2024 02:15,02-01-2024 02:30,17.000000
02-01-2024 02:30,02-01-2024 02:45,18.000000
02-01-2024 02:45,02-01-2024 03:00,18.000000
02-01-2024 03:00,02-01-2024 03:15,19.000000
02-01-2024 03:15,02-01-2024 03:30,22.000000
02-01-2024 03:30,02-01-2024 03:45,22.000000
02-01-2024 03:45,02-01-2024 04:00,22.000000
02-01-2024 04:00,02-01-2024 04:15,22.000000
02-01-2024 04:15,02-01-2024 04:30,22.000000
02-01-2024 04:30,02-01-2024 04:45,22.000000
02-01-2024 04:45,02-01-2024 05:00,21.000000
02-01-2024 05:00,02-01-2024 05:15,21.000000
02-01-2024 05:15,02-01-2024 05:30,22.000000
02-01-2024 05:30,02-01-2024 05:45,19.000000
02-01-2024 05:45,02-01-2024 06:00,22.000000
02-01-2024 06:00,02-01-2024 06:15,23.000000
02-01-2024 06:15,02-01-2024 06:30,21.000000
02-01-2024 06:30,02-01-2024 06:45,19.000000
02-01-2024 06:45,02-01-2024 07:00,19.000000
02-01-2024 07:00,02-01-2024 07:15,18.000000
02-01-2024 07:15,02-01-2024 07:30,20.000000
02-01-2024 07:30,02-01-2024 07:45,20.000000
02-01-2024 07:45,02-01-2024 08:00,20.000000
02-01-2024 08:00,02-01-2024 08:15,20.000000
02-01-2024 08:15,02-01-2024 08:30,20.000000
02-01-2024 08:30,02-01-2024 08:45,20.000000
02-01-2024 08:45,02-01-2024 09:00,19.000000
02-01-2024 09:00,02-01-2024 09:15,20.000000
02-01-2024 09:15,02-01-2024 09:30,21.000000
02-01-2024 09:30,02-01-2024 09:45,21.000000
02-01-2024 09:45,02-01-2024 10:00,21.000000
02-01-2024 10:00,02-01-2024 10:15,21.000000
02-01-2024 10:15,02-01-2024 10:30,21.000000
02-01-2024 10:30,02-01-2024 10:45,21.000000
02-01-2024 10:45,02-01-2024 11:00,20.000000
02-01-2024 11:00,02-01-2024 11:15,21.000000
02-01-2024 11:15,02-01-2024 11:30,21.000000
02-01-2024 11:30,02-01-2024 11:45,21.000000
02-01-2024 11:45,02-01-2024 12:00,21.000000
02-01-2024 12:00,02-01-2024 12:15,19.000000
02-01-2024 12:15,02-01-2024 12:30,21.000000
02-01-2024 12:30,02-01-2024 12:45,21.000000
02-01-2024 12:45,02-01-2024 13:00,21.000000
02-01-2024 13:00,02-01-2024 13:15,21.000000
02-01-2024 13:15,02-01-2024 13:30,21.000000
02-01-2024 13:30,02-01-2024 13:45,21.000000
02-01-2024 13:45,02-01-2024 14:00,21.000000
02-01-2024 14:00,02-01-2024 14:15,21.000000
02-01-2024 14:15,02-01-2024 14:30,21.000000
02-01-2024 14:30,02-01-2024 14:45,21.000000
02-01-2024 14:45,02-01-2024 15:00,21.000000
02-01-2024 15:00,02-01-2024 15:15,22.000000
02-01-2024 15:15,02-01-2024 15:30,22.000000
02-01-2024 15:30,02-01-2024 15:45,22.000000
02-01-2024 15:45,02-01-2024 16:00,21.000000
02-01-2024 16:00,02-01-2024 16:15,21.000000
02-01-2024 16:15,02-01-2024 16:30,21.000000
02-01-2024 16:30,02-01-2024 16:45,21.000000
02-01-2024 16:45,02-01-2024 17:00,21.000000
02-01-2024 17:00,02-01-2024 17:15,22.000000
02-01-2024 17:15,02-01-2024 17:30,22.000000
02-01-2024 17:30,02-01-2024 17:45,22.000000
02-01-2024 17:45,02-01-2024 18:00,23.000000
02-01-2024 18:00,02-01-2024 18:15,23.000000
02-01-2024 18:15,02-01-2024 18:30,23.000000
02-01-2024 18:30,02-01-2024 18:45,23.000000
02-01-2024 18:45,02-01-2024 19:00,23.000000
02-01-2024 19:00,02-01-2024 19:15,23.000000
02-01-2024 19:15,02-01-2024 19:30,23.000000
02-01-2024 19:30,02-01-2024 19:45,23.000000
02-01-2024 19:45,02-01-2024 20:00,24.000000
02-01-2024 20:00,02-01-2024 20:15,23.000000
02-01-2024 20:15,02-01-2024 20:30,24.000000
02-01-2024 20:30,02-01-2024 20:45,24.000000
02-01-2024 20:45,02-01-2024 21:00,23.000000
02-01-2024 21:00,02-01-2024 21:15,23.000000
02-01-2024 21:15,02-01-2024 21:30,23.000000
02-01-2024 21:30,02-01-2024 21:45,22.000000
02-01-2024 21:45,02-01-2024 22:00,22.000000
02-01-2024 22:00,02-01-2024 22:15,22.000000
02-01-2024 22:15,02-01-2024 22:30,22.000000
02-01-2024 22:30,02-01-2024 22:45,22.000000
02-01-2024 22:45,02-01-2024 23:00,22.000000
02-01-2024 23:00,02-01-2024 23:15,22.000000
02-01-2024 23:15,02-01-2024 23:30,22.000000
02-01-2024 23:30,02-01-2024 23:45,22.000000
02-01-2024 23:45,03-01-2024 00:00,22.000000
03-01-2024 00:00,03-01-2024 00:15,22.000000
03-01-2024 00:15,03-01-2024 00:30,22.000000
03-01-2024 00:30,03-01-2024 00:45,22.000000
03-01-2024 00:45,03-01-2024 01:00,21.000000
03-01-2024 01:00,03-01-2024 01:15,22.000000
03-01-2024 01:15,03-01-2024 01:30,21.000000
03-01-2024 01:30,03-01-2024 01:45,22.000000
03-01-2024 01:45,03-01-2024 02:00,21.000000
03-01-2024 02:00,03-01-2024 02:15,21.000000
03-01-2024 02:15,03-01-2024 02:30,22.000000
03-01-2024 02:30,03-01-2024 02:45,21.000000
03-01-2024 02:45,03-01-2024 03:00,21.000000
03-01-2024 03:00,03-01-2024 03:15,21.000000
03-01-2024 03:15,03-01-2024 03:30,21.000000
03-01-2024 03:30,03-01-2024 03:45,21.000000
03-01-2024 03:45,03-01-2024 04:00,21.000000
03-01-2024 04:00,03-01-2024 04:15,21.000000
03-01-2024 04:15,03-01-2024 04:30,21.000000
03-01-2024 04:30,03-01-2024 04:45,21.000000
03-01-2024 04:45,03-01-2024 05:00,21.000000
03-01-2024 05:00,03-01-2024 05:15,21.000000
03-01-2024 05:15,03-01-2024 05:30,21.000000
03-01-2024 05:30,03-01-2024 05:45,21.000000
03-01-2024 05:45,03-01-2024 06:00,21.000000
03-01-2024 06:00,03-01-2024 06:15,21.000000
03-01-2024 06:15,03-01-2024 06:30,21.000000
03-01-2024 06:30,03-01-2024 06:45,21.000000
03-01-2024 06:45,03-01-2024 07:00,21.000000
03-01-2024 07:00,03-01-2024 07:15,21.000000
03-01-2024 07:15,03-01-2024 07:30,21.000000
03-01-2024 07:30,03-01-2024 07:45,21.000000
03-01-2024 07:45,03-01-2024 08:00,21.000000
03-01-2024 08:00,03-01-2024 08:15,21.000000
03-01-2024 08:15,03-01-2024 08:30,20.000000
03-01-2024 08:30,03-01-2024 08:45,21.000000
03-01-2024 08:45,03-01-2024 09:00,20.000000
03-01-2024 09:00,03-01-2024 09:15,21.000000
03-01-2024 09:15,03-01-2024 09:30,20.000000
03-01-2024 09:30,03-01-2024 09:45,21.000000
03-01-2024 09:45,03-01-2024 10:00,21.000000
03-01-2024 10:00,03-01-2024 10:15,18.000000
03-01-2024 10:15,03-01-2024 10:30,18.000000
03-01-2024 10:30,03-01-2024 10:45,18.000000
03-01-2024 10:45,03-01-2024 11:00,18.000000
03-01-2024 11:00,03-01-2024 11:15,18.000000
03-01-2024 11:15,03-01-2024 11:30,18.000000
03-01-2024 11:30,03-01-2024 11:45,18.000000
03-01-2024 11:45,03-01-2024 12:00,18.000000
03-01-2024 12:00,03-01-2024 12:15,18.000000
03-01-2024 12:15,03-01-2024 12:30,18.000000
03-01-2024 12:30,03-01-2024 12:45,18.000000
03-01-2024 12:45,03-01-2024 13:00,18.000000
03-01-2024 13:00,03-01-2024 13:15,18.000000
03-01-2024 13:15,03-01-2024 13:30,18.000000
03-01-2024 13:30,03-01-2024 13:45,18.000000
03-01-2024 13:45,03-01-2024 14:00,18.000000
03-01-2024 14:00,03-01-2024 14:15,18.000000
03-01-2024 14:15,03-01-2024 14:30,17.000000
03-01-2024 14:30,03-01-2024 14:45,18.000000
03-01-2024 14:45,03-01-2024 15:00,17.000000
03-01-2024 15:00,03-01-2024 15:15,18.000000
03-01-2024 15:15,03-01-2024 15:30,24.000000
03-01-2024 15:30,03-01-2024 15:45,20.000000
03-01-2024 15:45,03-01-2024 16:00,18.000000
03-01-2024 16:00,03-01-2024 16:15,23.000000
03-01-2024 16:15,03-01-2024 16:30,21.000000
03-01-2024 16:30,03-01-2024 16:45,21.000000
03-01-2024 16:45,03-01-2024 17:00,20.000000
03-01-2024 17:00,03-01-2024 17:15,21.000000
03-01-2024 17:15,03-01-2024 17:30,21.000000
03-01-2024 17:30,03-01-2024 17:45,21.000000
03-01-2024 17:45,03-01-2024 18:00,21.000000
03-01-2024 18:00,03-01-2024 18:15,21.000000
03-01-2024 18:15,03-01-2024 18:30,21.000000
03-01-2024 18:30,03-01-2024 18:45,21.000000
03-01-2024 18:45,03-01-2024 19:00,21.000000
03-01-2024 19:00,03-01-2024 19:15,15.000000
03-01-2024 19:15,03-01-2024 19:30,17.000000
03-01-2024 19:30,03-01-2024 19:45,18.000000
03-01-2024 19:45,03-01-2024 20:00,20.000000
03-01-2024 20:00,03-01-2024 20:15,21.000000
03-01-2024 20:15,03-01-2024 20:30,21.000000
03-01-2024 20:30,03-01-2024 20:45,21.000000
03-01-2024 20:45,03-01-2024 21:00,21.000000
03-01-2024 21:00,03-01-2024 21:15,19.000000
03-01-2024 21:15,03-01-2024 21:30,14.000000
03-01-2024 21:30,03-01-2024 21:45,16.000000
03-01-2024 21:45,03-01-2024 22:00,22.000000
03-01-2024 22:00,03-01-2024 22:15,16.000000
03-01-2024 22:15,03-01-2024 22:30,19.000000
03-01-2024 22:30,03-01-2024 22:45,23.000000
03-01-2024 22:45,03-01-2024 23:00,23.000000
03-01-2024 23:00,03-01-2024 23:15,17.000000
03-01-2024 23:15,03-01-2024 23:30,18.000000
03-01-2024 23:30,03-01-2024 23:45,22.000000
03-01-2024 23:45,04-01-2024 00:00,22.000000
04-01-2024 00:00,04-01-2024 00:15,22.000000
04-01-2024 00:15,04-01-2024 00:30,20.000000
04-01-2024 00:30,04-01-2024 00:45,14.000000
04-01-2024 00:45,04-01-2024 01:00,17.000000
04-01-2024 01:00,04-01-2024 01:15,17.000000
04-01-2024 01:15,04-01-2024 01:30,18.000000
04-01-2024 01:30,04-01-2024 01:45,19.000000
04-01-2024 01:45,04-01-2024 02:00,19.000000
04-01-2024 02:00,04-01-2024 02:15,20.000000
04-01-2024 02:15,04-01-2024 02:30,17.000000
04-01-2024 02:30,04-01-2024 02:45,22.000000
04-01-2024 02:45,04-01-2024 03:00,22.000000
04-01-2024 03:00,04-01-2024 03:15,14.000000
04-01-2024 03:15,04-01-2024 03:30,16.000000
04-01-2024 03:30,04-01-2024 03:45,21.000000
04-01-2024 03:45,04-01-2024 04:00,19.000000
04-01-2024 04:00,04-01-2024 04:15,15.000000
04-01-2024 04:15,04-01-2024 04:30,15.000000
04-01-2024 04:30,04-01-2024 04:45,16.000000
04-01-2024 04:45,04-01-2024 05:00,21.000000
04-01-2024 05:00,04-01-2024 05:15,17.000000
04-01-2024 05:15,04-01-2024 05:30,14.000000
04-01-2024 05:30,04-01-2024 05:45,15.000000
04-01-2024 05:45,04-01-2024 06:00,15.000000
04-01-2024 06:00,04-01-2024 06:15,15.000000
04-01-2024 06:15,04-01-2024 06:30,15.000000
04-01-2024 06:30,04-01-2024 06:45,15.000000
04-01-2024 06:45,04-01-2024 07:00,15.000000
04-01-2024 07:00,04-01-2024 07:15,15.000000
04-01-2024 07:15,04-01-2024 07:30,14.000000
04-01-2024 07:30,04-01-2024 07:45,15.000000
04-01-2024 07:45,04-01-2024 08:00,14.000000
04-01-2024 08:00,04-01-2024 08:15,14.000000
04-01-2024 08:15,04-01-2024 08:30,14.000000
04-01-2024 08:30,04-01-2024 08:45,15.000000
04-01-2024 08:45,04-01-2024 09:00,15.000000
04-01-2024 09:00,04-01-2024 09:15,15.000000
04-01-2024 09:15,04-01-2024 09:30,14.000000
04-01-2024 09:30,04-01-2024 09:45,14.000000
04-01-2024 09:45,04-01-2024 10:00,14.000000
04-01-2024 10:00,04-01-2024 10:15,14.000000
04-01-2024 10:15,04-01-2024 10:30,14.000000
04-01-2024 10:30,04-01-2024 10:45,14.000000
04-01-2024 10:45,04-01-2024 11:00,15.000000
04-01-2024 11:00,04-01-2024 11:15,14.000000
04-01-2024 11:15,04-01-2024 11:30,16.000000
04-01-2024 11:30,04-01-2024 11:45,15.000000
04-01-2024 11:45,04-01-2024 12:00,15.000000
04-01-2024 12:00,04-01-2024 12:15,15.000000
04-01-2024 12:15,04-01-2024 12:30,15.000000
04-01-2024 12:30,04-01-2024 12:45,16.000000
04-01-2024 12:45,04-01-2024 13:00,15.000000
04-01-2024 13:00,04-01-2024 13:15,16.000000
04-01-2024 13:15,04-01-2024 13:30,16.000000
04-01-2024 13:30,04-01-2024 13:45,16.000000
04-01-2024 13:45,04-01-2024 14:00,16.000000
04-01-2024 14:00,04-01-2024 14:15,17.000000
04-01-2024 14:15,04-01-2024 14:30,17.000000
04-01-2024 14:30,04-01-2024 14:45,17.000000
04-01-2024 14:45,04-01-2024 15:00,17.000000
04-01-2024 15:00,04-01-2024 15:15,19.000000
04-01-2024 15:15,04-01-2024 15:30,22.000000
04-01-2024 15:30,04-01-2024 15:45,17.000000
04-01-2024 15:45,04-01-2024 16:00,16.000000
04-01-2024 16:00,04-01-2024 16:15,19.000000
04-01-2024 16:15,04-01-2024 16:30,17.000000
04-01-2024 16:30,04-01-2024 16:45,22.000000
04-01-2024 16:45,04-01-2024 17:00,22.000000
04-01-2024 17:00,04-01-2024 17:15,19.000000
04-01-2024 17:15,04-01-2024 17:30,15.000000
04-01-2024 17:30,04-01-2024 17:45,20.000000
04-01-2024 17:45,04-01-2024 18:00,23.000000
04-01-2024 18:00,04-01-2024 18:15,22.000000
04-01-2024 18:15,04-01-2024 18:30,22.000000
04-01-2024 18:30,04-01-2024 18:45,23.000000
04-01-2024 18:45,04-01-2024 19:00,22.000000
04-01-2024 19:00,04-01-2024 19:15,17.000000
04-01-2024 19:15,04-01-2024 19:30,15.000000
04-01-2024 19:30,04-01-2024 19:45,16.000000
04-01-2024 19:45,04-01-2024 20:00,19.000000
04-01-2024 20:00,04-01-2024 20:15,22.000000
04-01-2024 20:15,04-01-2024 20:30,23.000000
04-01-2024 20:30,04-01-2024 20:45,23.000000
04-01-2024 20:45,04-01-2024 21:00,23.000000
04-01-2024 21:00,04-01-2024 21:15,23.000000
04-01-2024 21:15,04-01-2024 21:30,22.000000
04-01-2024 21:30,04-01-2024 21:45,13.000000
04-01-2024 21:45,04-01-2024 22:00,17.000000
04-01-2024 22:00,04-01-2024 22:15,22.000000
04-01-2024 22:15,04-01-2024 22:30,22.000000
04-01-2024 22:30,04-01-2024 22:45,23.000000
04-01-2024 22:45,04-01-2024 23:00,23.000000
04-01-2024 23:00,04-01-2024 23:15,23.000000
04-01-2024 23:15,04-01-2024 23:30,23.000000
04-01-2024 23:30,04-01-2024 23:45,22.000000
04-01-2024 23:45,05-01-2024 00:00,23.000000
05-01-2024 00:00,05-01-2024 00:15,22.000000
05-01-2024 00:15,05-01-2024 00:30,22.000000
05-01-2024 00:30,05-01-2024 00:45,22.000000
05-01-2024 00:45,05-01-2024 01:00,21.000000
05-01-2024 01:00,05-01-2024 01:15,15.000000
05-01-2024 01:15,05-01-2024 01:30,15.000000
05-01-2024 01:30,05-01-2024 01:45,20.000000
05-01-2024 01:45,05-01-2024 02:00,16.000000
05-01-2024 02:00,05-01-2024 02:15,16.000000
05-01-2024 02:15,05-01-2024 02:30,20.000000
05-01-2024 02:30,05-01-2024 02:45,21.000000
05-01-2024 02:45,05-01-2024 03:00,13.000000
05-01-2024 03:00,05-01-2024 03:15,16.000000
05-01-2024 03:15,05-01-2024 03:30,16.000000
05-01-2024 03:30,05-01-2024 03:45,19.000000
05-01-2024 03:45,05-01-2024 04:00,21.000000
05-01-2024 04:00,05-01-2024 04:15,16.000000
05-01-2024 04:15,05-01-2024 04:30,15.000000
05-01-2024 04:30,05-01-2024 04:45,15.000000
05-01-2024 04:45,05-01-2024 05:00,15.000000
05-01-2024 05:00,05-01-2024 05:15,15.000000
05-01-2024 05:15,05-01-2024 05:30,15.000000
05-01-2024 05:30,05-01-2024 05:45,15.000000
05-01-2024 05:45,05-01-2024 06:00,15.000000
05-01-2024 06:00,05-01-2024 06:15,14.000000
05-01-2024 06:15,05-01-2024 06:30,15.000000
05-01-2024 06:30,05-01-2024 06:45,15.000000
05-01-2024 06:45,05-01-2024 07:00,15.000000
05-01-2024 07:00,05-01-2024 07:15,15.000000
05-01-2024 07:15,05-01-2024 07:30,15.000000
05-01-2024 07:30,05-01-2024 07:45,15.000000
05-01-2024 07:45,05-01-2024 08:00,15.000000
05-01-2024 08:00,05-01-2024 08:15,12.000000
05-01-2024 08:15,05-01-2024 08:30,12.000000
05-01-2024 08:30,05-01-2024 08:45,12.000000
05-01-2024 08:45,05-01-2024 09:00,16.000000
05-01-2024 09:00,05-01-2024 09:15,17.000000
05-01-2024 09:15,05-01-2024 09:30,16.000000
05-01-2024 09:30,05-01-2024 09:45,16.000000
05-01-2024 09:45,05-01-2024 10:00,16.000000
05-01-2024 10:00,05-01-2024 10:15,15.000000
05-01-2024 10:15,05-01-2024 10:30,16.000000
05-01-2024 10:30,05-01-2024 10:45,15.000000
05-01-2024 10:45,05-01-2024 11:00,16.000000
05-01-2024 11:00,05-01-2024 11:15,16.000000
05-01-2024 11:15,05-01-2024 11:30,16.000000
05-01-2024 11:30,05-01-2024 11:45,16.000000
05-01-2024 11:45,05-01-2024 12:00,17.000000
05-01-2024 12:00,05-01-2024 12:15,16.000000
05-01-2024 12:15,05-01-2024 12:30,16.000000
05-01-2024 12:30,05-01-2024 12:45,16.000000
05-01-2024 12:45,05-01-2024 13:00,16.000000
05-01-2024 13:00,05-01-2024 13:15,17.000000
05-01-2024 13:15,05-01-2024 13:30,16.000000
05-01-2024 13:30,05-01-2024 13:45,17.000000
05-01-2024 13:45,05-01-2024 14:00,17.000000
05-01-2024 14:00,05-01-2024 14:15,16.000000
05-01-2024 14:15,05-01-2024 14:30,17.000000
05-01-2024 14:30,05-01-2024 14:45,16.000000
05-01-2024 14:45,05-01-2024 15:00,17.000000
05-01-2024 15:00,05-01-2024 15:15,22.000000
05-01-2024 15:15,05-01-2024 15:30,15.000000
05-01-2024 15:30,05-01-2024 15:45,22.000000
05-01-2024 15:45,05-01-2024 16:00,19.000000
05-01-2024 16:00,05-01-2024 16:15,17.000000
05-01-2024 16:15,05-01-2024 16:30,23.000000
05-01-2024 16:30,05-01-2024 16:45,23.000000
05-01-2024 16:45,05-01-2024 17:00,22.000000
05-01-2024 17:00,05-01-2024 17:15,17.000000
05-01-2024 17:15,05-01-2024 17:30,15.000000
05-01-2024 17:30,05-01-2024 17:45,16.000000
05-01-2024 17:45,05-01-2024 18:00,19.000000
05-01-2024 18:00,05-01-2024 18:15,23.000000
05-01-2024 18:15,05-01-2024 18:30,24.000000
05-01-2024 18:30,05-01-2024 18:45,23.000000
05-01-2024 18:45,05-01-2024 19:00,23.000000
05-01-2024 19:00,05-01-2024 19:15,24.000000
05-01-2024 19:15,05-01-2024 19:30,24.000000
05-01-2024 19:30,05-01-2024 19:45,17.000000
05-01-2024 19:45,05-01-2024 20:00,15.000000
05-01-2024 20:00,05-01-2024 20:15,16.000000
05-01-2024 20:15,05-01-2024 20:30,18.000000
05-01-2024 20:30,05-01-2024 20:45,23.000000
05-01-2024 20:45,05-01-2024 21:00,21.000000
05-01-2024 21:00,05-01-2024 21:15,15.000000
05-01-2024 21:15,05-01-2024 21:30,14.000000
05-01-2024 21:30,05-01-2024 21:45,14.000000
05-01-2024 21:45,05-01-2024 22:00,14.000000
05-01-2024 22:00,05-01-2024 22:15,15.000000
