Start datum,Eind datum,Verbruik in kW/h
15-12-2023 23:45,16-12-2023 00:00,21.775000
16-12-2023 00:00,16-12-2023 00:15,21.625000
16-12-2023 00:15,16-12-2023 00:30,21.562000
16-12-2023 00:30,16-12-2023 00:45,20.938000
16-12-2023 00:45,16-12-2023 01:00,21.075000
16-12-2023 01:00,16-12-2023 01:15,20.662000
16-12-2023 01:15,16-12-2023 01:30,20.662000
16-12-2023 01:30,16-12-2023 01:45,20.625000
16-12-2023 01:45,16-12-2023 02:00,20.475000
16-12-2023 02:00,16-12-2023 02:15,20.450000
16-12-2023 02:15,16-12-2023 02:30,20.362000
16-12-2023 02:30,16-12-2023 02:45,20.125000
16-12-2023 02:45,16-12-2023 03:00,19.800000
16-12-2023 03:00,16-12-2023 03:15,19.000000
16-12-2023 03:15,16-12-2023 03:30,19.638000
16-12-2023 03:30,16-12-2023 03:45,19.550000
16-12-2023 03:45,16-12-2023 04:00,19.475000
16-12-2023 04:00,16-12-2023 04:15,19.588000
16-12-2023 04:15,16-12-2023 04:30,19.438000
16-12-2023 04:30,16-12-2023 04:45,19.462000
16-12-2023 04:45,16-12-2023 05:00,19.375000
16-12-2023 05:00,16-12-2023 05:15,19.288000
16-12-2023 05:15,16-12-2023 05:30,19.362000
16-12-2023 05:30,16-12-2023 05:45,18.475000
16-12-2023 05:45,16-12-2023 06:00,19.412000
16-12-2023 06:00,16-12-2023 06:15,18.625000
16-12-2023 06:15,16-12-2023 06:30,19.238000
16-12-2023 06:30,16-12-2023 06:45,17.850000
16-12-2023 06:45,16-12-2023 07:00,19.250000
16-12-2023 07:00,16-12-2023 07:15,18.275000
16-12-2023 07:15,16-12-2023 07:30,18.512000
16-12-2023 07:30,16-12-2023 07:45,19.288000
16-12-2023 07:45,16-12-2023 08:00,19.212000
16-12-2023 08:00,16-12-2023 08:15,19.275000
16-12-2023 08:15,16-12-2023 08:30,17.350000
16-12-2023 08:30,16-12-2023 08:45,18.112000
16-12-2023 08:45,16-12-2023 09:00,18.300000
16-12-2023 09:00,16-12-2023 09:15,19.938000
16-12-2023 09:15,16-12-2023 09:30,18.225000
16-12-2023 09:30,16-12-2023 09:45,18.238000
16-12-2023 09:45,16-12-2023 10:00,19.862000
16-12-2023 10:00,16-12-2023 10:15,18.588000
16-12-2023 10:15,16-12-2023 10:30,20.225000
16-12-2023 10:30,16-12-2023 10:45,19.962000
16-12-2023 10:45,16-12-2023 11:00,17.050000
16-12-2023 11:00,16-12-2023 11:15,19.075000
16-12-2023 11:15,16-12-2023 11:30,19.938000
16-12-2023 11:30,16-12-2023 11:45,17.700000
16-12-2023 11:45,16-12-2023 12:00,18.300000
16-12-2023 12:00,16-12-2023 12:15,18.625000
16-12-2023 12:15,16-12-2023 12:30,19.425000
16-12-2023 12:30,16-12-2023 12:45,18.450000
16-12-2023 12:45,16-12-2023 13:00,19.750000
16-12-2023 13:00,16-12-2023 13:15,18.200000
16-12-2023 13:15,16-12-2023 13:30,19.625000
16-12-2023 13:30,16-12-2023 13:45,19.638000
16-12-2023 13:45,16-12-2023 14:00,18.025000
16-12-2023 14:00,16-12-2023 14:15,17.725000
16-12-2023 14:15,16-12-2023 14:30,18.525000
16-12-2023 14:30,16-12-2023 14:45,18.625000
16-12-2023 14:45,16-12-2023 15:00,19.750000
16-12-2023 15:00,16-12-2023 15:15,19.750000
16-12-2023 15:15,16-12-2023 15:30,19.925000
16-12-2023 15:30,16-12-2023 15:45,18.550000
16-12-2023 15:45,16-12-2023 16:00,19.712000
16-12-2023 16:00,16-12-2023 16:15,18.650000
16-12-2023 16:15,16-12-2023 16:30,19.888000
16-12-2023 16:30,16-12-2023 16:45,19.662000
16-12-2023 16:45,16-12-2023 17:00,19.638000
16-12-2023 17:00,16-12-2023 17:15,19.850000
16-12-2023 17:15,16-12-2023 17:30,19.688000
16-12-2023 17:30,16-12-2023 17:45,19.888000
16-12-2023 17:45,16-12-2023 18:00,19.775000
16-12-2023 18:00,16-12-2023 18:15,19.912000
16-12-2023 18:15,16-12-2023 18:30,19.675000
16-12-2023 18:30,16-12-2023 18:45,19.800000
16-12-2023 18:45,16-12-2023 19:00,19.688000
16-12-2023 19:00,16-12-2023 19:15,19.762000
16-12-2023 19:15,16-12-2023 19:30,19.950000
16-12-2023 19:30,16-12-2023 19:45,19.838000
16-12-2023 19:45,16-12-2023 20:00,19.175000
16-12-2023 20:00,16-12-2023 20:15,18.812000
16-12-2023 20:15,16-12-2023 20:30,20.262000
16-12-2023 20:30,16-12-2023 20:45,20.088000
16-12-2023 20:45,16-12-2023 21:00,20.612000
16-12-2023 21:00,16-12-2023 21:15,19.825000
16-12-2023 21:15,16-12-2023 21:30,19.662000
16-12-2023 21:30,16-12-2023 21:45,20.350000
16-12-2023 21:45,16-12-2023 22:00,20.288000
16-12-2023 22:00,16-12-2023 22:15,18.275000
16-12-2023 22:15,16-12-2023 22:30,20.275000
16-12-2023 22:30,16-12-2023 22:45,20.338000
16-12-2023 22:45,16-12-2023 23:00,20.238000
16-12-2023 23:00,16-12-2023 23:15,16.888000
16-12-2023 23:15,16-12-2023 23:30,20.288000
16-12-2023 23:30,16-12-2023 23:45,18.600000
16-12-2023 23:45,17-12-2023 00:00,17.700000
17-12-2023 00:00,17-12-2023 00:15,17.125000
17-12-2023 00:15,17-12-2023 00:30,16.912000
17-12-2023 00:30,17-12-2023 00:45,18.038000
17-12-2023 00:45,17-12-2023 01:00,20.388000
17-12-2023 01:00,17-12-2023 01:15,17.150000
17-12-2023 01:15,17-12-2023 01:30,19.012000
17-12-2023 01:30,17-12-2023 01:45,17.100000
17-12-2023 01:45,17-12-2023 02:00,19.588000
17-12-2023 02:00,17-12-2023 02:15,17.638000
17-12-2023 02:15,17-12-2023 02:30,16.912000
17-12-2023 02:30,17-12-2023 02:45,17.400000
17-12-2023 02:45,17-12-2023 03:00,17.112000
17-12-2023 03:00,17-12-2023 03:15,19.462000
17-12-2023 03:15,17-12-2023 03:30,19.338000
17-12-2023 03:30,17-12-2023 03:45,15.350000
17-12-2023 03:45,17-12-2023 04:00,17.388000
17-12-2023 04:00,17-12-2023 04:15,19.338000
17-12-2023 04:15,17-12-2023 04:30,15.050000
17-12-2023 04:30,17-12-2023 04:45,19.525000
17-12-2023 04:45,17-12-2023 05:00,19.225000
17-12-2023 05:00,17-12-2023 05:15,18.012000
17-12-2023 05:15,17-12-2023 05:30,15.862000
17-12-2023 05:30,17-12-2023 05:45,19.275000
17-12-2023 05:45,17-12-2023 06:00,15.850000
17-12-2023 06:00,17-12-2023 06:15,16.762000
17-12-2023 06:15,17-12-2023 06:30,19.312000
17-12-2023 06:30,17-12-2023 06:45,16.512000
17-12-2023 06:45,17-12-2023 07:00,17.138000
17-12-2023 07:00,17-12-2023 07:15,17.588000
17-12-2023 07:15,17-12-2023 07:30,19.412000
17-12-2023 07:30,17-12-2023 07:45,17.038000
17-12-2023 07:45,17-12-2023 08:00,18.675000
17-12-2023 08:00,17-12-2023 08:15,16.212000
17-12-2023 08:15,17-12-2023 08:30,18.300000
17-12-2023 08:30,17-12-2023 08:45,17.362000
17-12-2023 08:45,17-12-2023 09:00,19.525000
17-12-2023 09:00,17-12-2023 09:15,16.575000
17-12-2023 09:15,17-12-2023 09:30,19.638000
17-12-2023 09:30,17-12-2023 09:45,18.175000
17-12-2023 09:45,17-12-2023 10:00,18.438000
17-12-2023 10:00,17-12-2023 10:15,19.675000
17-12-2023 10:15,17-12-2023 10:30,20.200000
17-12-2023 10:30,17-12-2023 10:45,21.638000
17-12-2023 10:45,17-12-2023 11:00,20.850000
17-12-2023 11:00,17-12-2023 11:15,20.862000
17-12-2023 11:15,17-12-2023 11:30,20.575000
17-12-2023 11:30,17-12-2023 11:45,20.462000
17-12-2023 11:45,17-12-2023 12:00,20.525000
17-12-2023 12:00,17-12-2023 12:15,20.688000
17-12-2023 12:15,17-12-2023 12:30,20.562000
17-12-2023 12:30,17-12-2023 12:45,20.588000
17-12-2023 12:45,17-12-2023 13:00,20.812000
17-12-2023 13:00,17-12-2023 13:15,19.862000
17-12-2023 13:15,17-12-2023 13:30,19.925000
17-12-2023 13:30,17-12-2023 13:45,19.950000
17-12-2023 13:45,17-12-2023 14:00,20.200000
17-12-2023 14:00,17-12-2023 14:15,20.200000
17-12-2023 14:15,17-12-2023 14:30,20.288000
17-12-2023 14:30,17-12-2023 14:45,20.212000
17-12-2023 14:45,17-12-2023 15:00,20.025000
17-12-2023 15:00,17-12-2023 15:15,20.150000
17-12-2023 15:15,17-12-2023 15:30,20.038000
17-12-2023 15:30,17-12-2023 15:45,20.588000
17-12-2023 15:45,17-12-2023 16:00,20.600000
17-12-2023 16:00,17-12-2023 16:15,20.962000
17-12-2023 16:15,17-12-2023 16:30,20.275000
17-12-2023 16:30,17-12-2023 16:45,20.212000
17-12-2023 16:45,17-12-2023 17:00,20.112000
17-12-2023 17:00,17-12-2023 17:15,20.162000
17-12-2023 17:15,17-12-2023 17:30,21.275000
17-12-2023 17:30,17-12-2023 17:45,21.275000
17-12-2023 17:45,17-12-2023 18:00,21.188000
17-12-2023 18:00,17-12-2023 18:15,21.425000
17-12-2023 18:15,17-12-2023 18:30,21.525000
17-12-2023 18:30,17-12-2023 18:45,21.700000
17-12-2023 18:45,17-12-2023 19:00,21.488000
17-12-2023 19:00,17-12-2023 19:15,21.275000
17-12-2023 19:15,17-12-2023 19:30,20.750000
17-12-2023 19:30,17-12-2023 19:45,20.038000
17-12-2023 19:45,17-12-2023 20:00,20.288000
17-12-2023 20:00,17-12-2023 20:15,20.175000
17-12-2023 20:15,17-12-2023 20:30,20.225000
17-12-2023 20:30,17-12-2023 20:45,20.388000
17-12-2023 20:45,17-12-2023 21:00,20.112000
17-12-2023 21:00,17-12-2023 21:15,20.038000
17-12-2023 21:15,17-12-2023 21:30,19.825000
17-12-2023 21:30,17-12-2023 21:45,19.888000
17-12-2023 21:45,17-12-2023 22:00,19.850000
17-12-2023 22:00,17-12-2023 22:15,19.788000
17-12-2023 22:15,17-12-2023 22:30,19.675000
17-12-2023 22:30,17-12-2023 22:45,19.738000
17-12-2023 22:45,17-12-2023 23:00,19.550000
17-12-2023 23:00,17-12-2023 23:15,19.650000
17-12-2023 23:15,17-12-2023 23:30,19.512000
17-12-2023 23:30,17-12-2023 23:45,19.362000
17-12-2023 23:45,18-12-2023 00:00,19.512000
18-12-2023 00:00,18-12-2023 00:15,15.450000
18-12-2023 00:15,18-12-2023 00:30,20.475000
18-12-2023 00:30,18-12-2023 00:45,20.075000
18-12-2023 00:45,18-12-2023 01:00,19.938000
18-12-2023 01:00,18-12-2023 01:15,15.262000
18-12-2023 01:15,18-12-2023 01:30,17.612000
18-12-2023 01:30,18-12-2023 01:45,19.962000
18-12-2023 01:45,18-12-2023 02:00,17.712000
18-12-2023 02:00,18-12-2023 02:15,19.650000
18-12-2023 02:15,18-12-2023 02:30,20.075000
18-12-2023 02:30,18-12-2023 02:45,15.262000
18-12-2023 02:45,18-12-2023 03:00,19.138000
18-12-2023 03:00,18-12-2023 03:15,17.288000
18-12-2023 03:15,18-12-2023 03:30,19.062000
18-12-2023 03:30,18-12-2023 03:45,16.812000
18-12-2023 03:45,18-12-2023 04:00,17.025000
18-12-2023 04:00,18-12-2023 04:15,17.650000
18-12-2023 04:15,18-12-2023 04:30,16.375000
18-12-2023 04:30,18-12-2023 04:45,17.750000
18-12-2023 04:45,18-12-2023 05:00,15.700000
18-12-2023 05:00,18-12-2023 05:15,16.362000
18-12-2023 05:15,18-12-2023 05:30,17.288000
18-12-2023 05:30,18-12-2023 05:45,17.188000
18-12-2023 05:45,18-12-2023 06:00,17.175000
18-12-2023 06:00,18-12-2023 06:15,15.850000
18-12-2023 06:15,18-12-2023 06:30,17.238000
18-12-2023 06:30,18-12-2023 06:45,16.525000
18-12-2023 06:45,18-12-2023 07:00,16.525000
18-12-2023 07:00,18-12-2023 07:15,17.962000
18-12-2023 07:15,18-12-2023 07:30,18.012000
18-12-2023 07:30,18-12-2023 07:45,17.338000
18-12-2023 07:45,18-12-2023 08:00,16.662000
18-12-2023 08:00,18-12-2023 08:15,19.325000
18-12-2023 08:15,18-12-2023 08:30,19.300000
18-12-2023 08:30,18-12-2023 08:45,19.388000
18-12-2023 08:45,18-12-2023 09:00,19.288000
18-12-2023 09:00,18-12-2023 09:15,19.500000
18-12-2023 09:15,18-12-2023 09:30,19.450000
18-12-2023 09:30,18-12-2023 09:45,19.325000
18-12-2023 09:45,18-12-2023 10:00,19.588000
18-12-2023 10:00,18-12-2023 10:15,19.450000
18-12-2023 10:15,18-12-2023 10:30,19.588000
18-12-2023 10:30,18-12-2023 10:45,19.475000
18-12-2023 10:45,18-12-2023 11:00,19.500000
18-12-2023 11:00,18-12-2023 11:15,17.650000
18-12-2023 11:15,18-12-2023 11:30,18.612000
18-12-2023 11:30,18-12-2023 11:45,19.688000
18-12-2023 11:45,18-12-2023 12:00,20.550000
18-12-2023 12:00,18-12-2023 12:15,21.112000
18-12-2023 12:15,18-12-2023 12:30,20.600000
18-12-2023 12:30,18-12-2023 12:45,20.625000
18-12-2023 12:45,18-12-2023 13:00,20.725000
18-12-2023 13:00,18-12-2023 13:15,18.475000
18-12-2023 13:15,18-12-2023 13:30,20.725000
18-12-2023 13:30,18-12-2023 13:45,20.000000
18-12-2023 13:45,18-12-2023 14:00,19.962000
18-12-2023 14:00,18-12-2023 14:15,20.675000
18-12-2023 14:15,18-12-2023 14:30,20.588000
18-12-2023 14:30,18-12-2023 14:45,20.612000
18-12-2023 14:45,18-12-2023 15:00,20.812000
18-12-2023 15:00,18-12-2023 15:15,20.275000
18-12-2023 15:15,18-12-2023 15:30,20.038000
18-12-2023 15:30,18-12-2023 15:45,20.762000
18-12-2023 15:45,18-12-2023 16:00,20.588000
18-12-2023 16:00,18-12-2023 16:15,20.125000
18-12-2023 16:15,18-12-2023 16:30,20.312000
18-12-2023 16:30,18-12-2023 16:45,20.175000
18-12-2023 16:45,18-12-2023 17:00,20.325000
18-12-2023 17:00,18-12-2023 17:15,20.138000
18-12-2023 17:15,18-12-2023 17:30,20.050000
18-12-2023 17:30,18-12-2023 17:45,20.188000
18-12-2023 17:45,18-12-2023 18:00,20.438000
18-12-2023 18:00,18-12-2023 18:15,20.000000
18-12-2023 18:15,18-12-2023 18:30,20.138000
18-12-2023 18:30,18-12-2023 18:45,20.238000
18-12-2023 18:45,18-12-2023 19:00,20.262000
18-12-2023 19:00,18-12-2023 19:15,20.462000
18-12-2023 19:15,18-12-2023 19:30,19.962000
18-12-2023 19:30,18-12-2023 19:45,20.838000
18-12-2023 19:45,18-12-2023 20:00,20.088000
18-12-2023 20:00,18-12-2023 20:15,20.075000
18-12-2023 20:15,18-12-2023 20:30,20.212000
18-12-2023 20:30,18-12-2023 20:45,20.150000
18-12-2023 20:45,18-12-2023 21:00,20.212000
18-12-2023 21:00,18-12-2023 21:15,19.738000
18-12-2023 21:15,18-12-2023 21:30,20.225000
18-12-2023 21:30,18-12-2023 21:45,19.925000
18-12-2023 21:45,18-12-2023 22:00,20.700000
18-12-2023 22:00,18-12-2023 22:15,20.688000
18-12-2023 22:15,18-12-2023 22:30,21.312000
18-12-2023 22:30,18-12-2023 22:45,21.462000
18-12-2023 22:45,18-12-2023 23:00,21.388000
18-12-2023 23:00,18-12-2023 23:15,21.338000
18-12-2023 23:15,18-12-2023 23:30,21.425000
18-12-2023 23:30,18-12-2023 23:45,21.350000
18-12-2023 23:45,19-12-2023 00:00,21.425000
19-12-2023 00:00,19-12-2023 00:15,21.362000
19-12-2023 00:15,19-12-2023 00:30,21.212000
19-12-2023 00:30,19-12-2023 00:45,21.012000
19-12-2023 00:45,19-12-2023 01:00,20.862000
19-12-2023 01:00,19-12-2023 01:15,20.775000
19-12-2023 01:15,19-12-2023 01:30,20.650000
19-12-2023 01:30,19-12-2023 01:45,20.325000
19-12-2023 01:45,19-12-2023 02:00,20.225000
19-12-2023 02:00,19-12-2023 02:15,20.012000
19-12-2023 02:15,19-12-2023 02:30,20.012000
19-12-2023 02:30,19-12-2023 02:45,19.962000
19-12-2023 02:45,19-12-2023 03:00,19.938000
19-12-2023 03:00,19-12-2023 03:15,19.788000
19-12-2023 03:15,19-12-2023 03:30,19.762000
19-12-2023 03:30,19-12-2023 03:45,19.750000
19-12-2023 03:45,19-12-2023 04:00,19.712000
19-12-2023 04:00,19-12-2023 04:15,19.725000
19-12-2023 04:15,19-12-2023 04:30,19.650000
19-12-2023 04:30,19-12-2023 04:45,19.600000
19-12-2023 04:45,19-12-2023 05:00,19.575000
19-12-2023 05:00,19-12-2023 05:15,17.762000
19-12-2023 05:15,19-12-2023 05:30,17.862000
19-12-2023 05:30,19-12-2023 05:45,18.200000
19-12-2023 05:45,19-12-2023 06:00,19.500000
19-12-2023 06:00,19-12-2023 06:15,19.412000
19-12-2023 06:15,19-12-2023 06:30,19.488000
19-12-2023 06:30,19-12-2023 06:45,19.538000
19-12-2023 06:45,19-12-2023 07:00,19.475000
19-12-2023 07:00,19-12-2023 07:15,16.575000
19-12-2023 07:15,19-12-2023 07:30,19.612000
19-12-2023 07:30,19-12-2023 07:45,19.588000
19-12-2023 07:45,19-12-2023 08:00,18.950000
19-12-2023 08:00,19-12-2023 08:15,16.800000
19-12-2023 08:15,19-12-2023 08:30,17.850000
19-12-2023 08:30,19-12-2023 08:45,19.650000
19-12-2023 08:45,19-12-2023 09:00,19.475000
19-12-2023 09:00,19-12-2023 09:15,19.488000
19-12-2023 09:15,19-12-2023 09:30,16.362000
19-12-2023 09:30,19-12-2023 09:45,19.438000
19-12-2023 09:45,19-12-2023 10:00,17.575000
19-12-2023 10:00,19-12-2023 10:15,19.512000
19-12-2023 10:15,19-12-2023 10:30,19.525000
19-12-2023 10:30,19-12-2023 10:45,19.300000
19-12-2023 10:45,19-12-2023 11:00,19.362000
19-12-2023 11:00,19-12-2023 11:15,19.362000
19-12-2023 11:15,19-12-2023 11:30,19.375000
19-12-2023 11:30,19-12-2023 11:45,19.788000
19-12-2023 11:45,19-12-2023 12:00,19.912000
19-12-2023 12:00,19-12-2023 12:15,19.362000
19-12-2023 12:15,19-12-2023 12:30,12.788000
19-12-2023 12:30,19-12-2023 12:45,13.762000
19-12-2023 12:45,19-12-2023 13:00,16.962000
19-12-2023 13:00,19-12-2023 13:15,19.588000
19-12-2023 13:15,19-12-2023 13:30,19.388000
19-12-2023 13:30,19-12-2023 13:45,19.350000
19-12-2023 13:45,19-12-2023 14:00,18.838000
19-12-2023 14:00,19-12-2023 14:15,14.175000
19-12-2023 14:15,19-12-2023 14:30,20.588000
19-12-2023 14:30,19-12-2023 14:45,18.825000
19-12-2023 14:45,19-12-2023 15:00,19.388000
19-12-2023 15:00,19-12-2023 15:15,18.712000
19-12-2023 15:15,19-12-2023 15:30,20.700000
19-12-2023 15:30,19-12-2023 15:45,20.462000
19-12-2023 15:45,19-12-2023 16:00,20.512000
19-12-2023 16:00,19-12-2023 16:15,20.750000
19-12-2023 16:15,19-12-2023 16:30,20.550000
19-12-2023 16:30,19-12-2023 16:45,20.425000
19-12-2023 16:45,19-12-2023 17:00,18.075000
19-12-2023 17:00,19-12-2023 17:15,19.938000
19-12-2023 17:15,19-12-2023 17:30,20.212000
19-12-2023 17:30,19-12-2023 17:45,20.225000
19-12-2023 17:45,19-12-2023 18:00,20.262000
19-12-2023 18:00,19-12-2023 18:15,20.262000
19-12-2023 18:15,19-12-2023 18:30,16.200000
19-12-2023 18:30,19-12-2023 18:45,14.988000
19-12-2023 18:45,19-12-2023 19:00,17.138000
19-12-2023 19:00,19-12-2023 19:15,17.438000
19-12-2023 19:15,19-12-2023 19:30,18.988000
19-12-2023 19:30,19-12-2023 19:45,21.150000
19-12-2023 19:45,19-12-2023 20:00,15.488000
19-12-2023 20:00,19-12-2023 20:15,20.475000
19-12-2023 20:15,19-12-2023 20:30,22.512000
19-12-2023 20:30,19-12-2023 20:45,22.500000
19-12-2023 20:45,19-12-2023 21:00,18.838000
19-12-2023 21:00,19-12-2023 21:15,14.338000
19-12-2023 21:15,19-12-2023 21:30,17.100000
19-12-2023 21:30,19-12-2023 21:45,22.412000
19-12-2023 21:45,19-12-2023 22:00,22.275000
19-12-2023 22:00,19-12-2023 22:15,21.688000
19-12-2023 22:15,19-12-2023 22:30,13.562000
19-12-2023 22:30,19-12-2023 22:45,14.312000
19-12-2023 22:45,19-12-2023 23:00,18.900000
19-12-2023 23:00,19-12-2023 23:15,21.512000
19-12-2023 23:15,19-12-2023 23:30,21.538000
19-12-2023 23:30,19-12-2023 23:45,17.438000
19-12-2023 23:45,20-12-2023 00:00,13.975000
20-12-2023 00:00,20-12-2023 00:15,16.388000
20-12-2023 00:15,20-12-2023 00:30,15.650000
20-12-2023 00:30,20-12-2023 00:45,16.912000
20-12-2023 00:45,20-12-2023 01:00,18.750000
20-12-2023 01:00,20-12-2023 01:15,17.888000
20-12-2023 01:15,20-12-2023 01:30,21.150000
20-12-2023 01:30,20-12-2023 01:45,21.200000
20-12-2023 01:45,20-12-2023 02:00,17.925000
20-12-2023 02:00,20-12-2023 02:15,17.650000
20-12-2023 02:15,20-12-2023 02:30,21.212000
20-12-2023 02:30,20-12-2023 02:45,21.225000
20-12-2023 02:45,20-12-2023 03:00,21.175000
20-12-2023 03:00,20-12-2023 03:15,18.150000
20-12-2023 03:15,20-12-2023 03:30,18.675000
20-12-2023 03:30,20-12-2023 03:45,21.838000
20-12-2023 03:45,20-12-2023 04:00,22.038000
20-12-2023 04:00,20-12-2023 04:15,21.888000
20-12-2023 04:15,20-12-2023 04:30,16.337000
20-12-2023 04:30,20-12-2023 04:45,21.300000
20-12-2023 04:45,20-12-2023 05:00,17.300000
20-12-2023 05:00,20-12-2023 05:15,16.850000
20-12-2023 05:15,20-12-2023 05:30,16.225000
20-12-2023 05:30,20-12-2023 05:45,16.438000
20-12-2023 05:45,20-12-2023 06:00,20.400000
20-12-2023 06:00,20-12-2023 06:15,17.550000
20-12-2023 06:15,20-12-2023 06:30,20.488000
20-12-2023 06:30,20-12-2023 06:45,21.038000
20-12-2023 06:45,20-12-2023 07:00,16.875000
20-12-2023 07:00,20-12-2023 07:15,16.988000
20-12-2023 07:15,20-12-2023 07:30,20.050000
20-12-2023 07:30,20-12-2023 07:45,21.175000
20-12-2023 07:45,20-12-2023 08:00,21.225000
20-12-2023 08:00,20-12-2023 08:15,21.050000
20-12-2023 08:15,20-12-2023 08:30,21.100000
20-12-2023 08:30,20-12-2023 08:45,21.200000
20-12-2023 08:45,20-12-2023 09:00,21.450000
20-12-2023 09:00,20-12-2023 09:15,20.912000
20-12-2023 09:15,20-12-2023 09:30,19.125000
20-12-2023 09:30,20-12-2023 09:45,19.150000
20-12-2023 09:45,20-12-2023 10:00,19.200000
20-12-2023 10:00,20-12-2023 10:15,19.225000
20-12-2023 10:15,20-12-2023 10:30,19.312000
20-12-2023 10:30,20-12-2023 10:45,19.262000
20-12-2023 10:45,20-12-2023 11:00,19.250000
20-12-2023 11:00,20-12-2023 11:15,19.188000
20-12-2023 11:15,20-12-2023 11:30,18.962000
20-12-2023 11:30,20-12-2023 11:45,19.662000
20-12-2023 11:45,20-12-2023 12:00,20.062000
20-12-2023 12:00,20-12-2023 12:15,17.550000
20-12-2023 12:15,20-12-2023 12:30,19.862000
20-12-2023 12:30,20-12-2023 12:45,18.475000
20-12-2023 12:45,20-12-2023 13:00,18.275000
20-12-2023 13:00,20-12-2023 13:15,18.425000
20-12-2023 13:15,20-12-2023 13:30,19.800000
20-12-2023 13:30,20-12-2023 13:45,18.312000
20-12-2023 13:45,20-12-2023 14:00,19.762000
20-12-2023 14:00,20-12-2023 14:15,19.662000
20-12-2023 14:15,20-12-2023 14:30,19.950000
20-12-2023 14:30,20-12-2023 14:45,19.900000
20-12-2023 14:45,20-12-2023 15:00,19.775000
20-12-2023 15:00,20-12-2023 15:15,19.788000
20-12-2023 15:15,20-12-2023 15:30,19.725000
20-12-2023 15:30,20-12-2023 15:45,19.588000
20-12-2023 15:45,20-12-2023 16:00,19.900000
20-12-2023 16:00,20-12-2023 16:15,19.900000
20-12-2023 16:15,20-12-2023 16:30,19.912000
20-12-2023 16:30,20-12-2023 16:45,19.862000
20-12-2023 16:45,20-12-2023 17:00,16.500000
20-12-2023 17:00,20-12-2023 17:15,20.100000
20-12-2023 17:15,20-12-2023 17:30,19.462000
20-12-2023 17:30,20-12-2023 17:45,17.200000
20-12-2023 17:45,20-12-2023 18:00,19.688000
20-12-2023 18:00,20-12-2023 18:15,20.475000
20-12-2023 18:15,20-12-2023 18:30,20.350000
20-12-2023 18:30,20-12-2023 18:45,20.125000
20-12-2023 18:45,20-12-2023 19:00,20.200000
20-12-2023 19:00,20-12-2023 19:15,18.050000
20-12-2023 19:15,20-12-2023 19:30,20.450000
20-12-2023 19:30,20-12-2023 19:45,21.250000
20-12-2023 19:45,20-12-2023 20:00,20.850000
20-12-2023 20:00,20-12-2023 20:15,20.500000
20-12-2023 20:15,20-12-2023 20:30,20.488000
20-12-2023 20:30,20-12-2023 20:45,20.262000
20-12-2023 20:45,20-12-2023 21:00,20.700000
20-12-2023 21:00,20-12-2023 21:15,19.800000
20-12-2023 21:15,20-12-2023 21:30,19.675000
20-12-2023 21:30,20-12-2023 21:45,19.638000
20-12-2023 21:45,20-12-2023 22:00,19.688000
20-12-2023 22:00,20-12-2023 22:15,18.362000
20-12-2023 22:15,20-12-2023 22:30,20.050000
20-12-2023 22:30,20-12-2023 22:45,20.512000
20-12-2023 22:45,20-12-2023 23:00,20.425000
20-12-2023 23:00,20-12-2023 23:15,20.450000
20-12-2023 23:15,20-12-2023 23:30,20.450000
20-12-2023 23:30,20-12-2023 23:45,18.638000
20-12-2023 23:45,21-12-2023 00:00,20.488000
21-12-2023 00:00,21-12-2023 00:15,20.475000
21-12-2023 00:15,21-12-2023 00:30,18.400000
21-12-2023 00:30,21-12-2023 00:45,20.488000
21-12-2023 00:45,21-12-2023 01:00,19.775000
21-12-2023 01:00,21-12-2023 01:15,18.250000
21-12-2023 01:15,21-12-2023 01:30,19.212000
21-12-2023 01:30,21-12-2023 01:45,20.025000
21-12-2023 01:45,21-12-2023 02:00,19.762000
21-12-2023 02:00,21-12-2023 02:15,19.875000
21-12-2023 02:15,21-12-2023 02:30,16.337000
21-12-2023 02:30,21-12-2023 02:45,17.525000
21-12-2023 02:45,21-12-2023 03:00,17.700000
21-12-2023 03:00,21-12-2023 03:15,17.562000
21-12-2023 03:15,21-12-2023 03:30,17.050000
21-12-2023 03:30,21-12-2023 03:45,18.312000
21-12-2023 03:45,21-12-2023 04:00,18.488000
21-12-2023 04:00,21-12-2023 04:15,17.112000
21-12-2023 04:15,21-12-2023 04:30,19.250000
21-12-2023 04:30,21-12-2023 04:45,18.438000
21-12-2023 04:45,21-12-2023 05:00,17.888000
21-12-2023 05:00,21-12-2023 05:15,18.212000
21-12-2023 05:15,21-12-2023 05:30,19.700000
21-12-2023 05:30,21-12-2023 05:45,18.350000
21-12-2023 05:45,21-12-2023 06:00,19.675000
21-12-2023 06:00,21-12-2023 06:15,18.288000
21-12-2023 06:15,21-12-2023 06:30,19.675000
21-12-2023 06:30,21-12-2023 06:45,19.638000
21-12-2023 06:45,21-12-2023 07:00,18.300000
21-12-2023 07:00,21-12-2023 07:15,18.425000
21-12-2023 07:15,21-12-2023 07:30,18.625000
21-12-2023 07:30,21-12-2023 07:45,19.625000
21-12-2023 07:45,21-12-2023 08:00,19.638000
21-12-2023 08:00,21-12-2023 08:15,19.700000
21-12-2023 08:15,21-12-2023 08:30,19.875000
21-12-2023 08:30,21-12-2023 08:45,19.975000
21-12-2023 08:45,21-12-2023 09:00,19.950000
